id,name,identity,intelligence,strength,speed,durability,power,combat,creator,universe,full_name,place_of_birth,first_appearance,alignment,height,weight,eye_color,hair_color
Lilith-7,Lilith,,Average,55,30,50,40,70,,Hero Wars Verse - Hero Wars Verse,,,,Neutral,,,Orange,
Lilith-8,Lilith,,High,100,100,100,100,60,DC Comics,Vertigo - Vertigo Universe,,,1992,Neutral,,,Green,Brown
Lilith-9,Lilith,,Low,0,0,0,0,0,Marvel Comics,Earth-616 - Prime Marvel Universe,,,1992,Bad,183.0,120.0,Yellow,Black
Lilith-10,Lilith,Lilith,Good,100,100,100,100,50,Capcom,Darkstalkers - Darkstalkers,,,,Neutral,168.0,54.0,Red,Purple
Lilith-11,Lilith,Lilith Clawthorne,Good,20,45,25,60,50,Disney,OHV - The Owl House Verse,,,,,,,,
Lilith Bathory (Timbers Hide),Lilith Bathory (Timbers Hide),,Good,25,25,25,60,50,Netflix,TO - The Order,,"Washington, D.C.",,Good,157.5,55.0,Brown,
Lilith Drake,Lilith Drake,Lilith,Average,25,25,20,35,50,Marvel Comics,Earth-616 - Prime Marvel Universe,,Castle Dracula,1974,Bad,183.0,58.0,Red,Black
Lille Barro,Lille Barro,,Average,50,95,75,70,95,Shueisha,Bleach - Bleach,,,,Bad,,,,
Lillia,Lillia,Lillia,Average,1,7,15,40,15,Riot Games,LoL - League of Legends,,,,Good,,,,
Lillie,Lillie,Magic Flower Princess,High,25,50,45,80,35,,IAP - Isekai at Peace,,1st Day of the Second Wind Month,,Good,,,,Gold
Lily,Lily,,Good,1,80,5,65,30,,Scribblenauts - Scribblenauts Universe,,,,Good,,,Black,Pink
Lily Potter,Lily Potter,Lily Evans Potter,Good,1,1,10,55,55,J. K. Rowling,Wizarding World - The Wizarding World,,,,Good,,,Green,Red / Orange
Lilywood Yggdrasil,Lilywood Yggdrasil,World King,High,90,85,55,90,80,,IAP - Isekai at Peace,,,,Good,,,Green,Green
Limax,Limax,,Average,25,25,50,45,35,Cartoon Network,Ben 10 - Ben 10,,,,,,,,
Limbo Lantern,Limbo Lantern,Thaal Sinestro,Good,100,100,100,100,80,DC Comics,DM - Dark Multiverse,,,2020,Neutral,,,Black,Black
Lin Chung,Lin Chung,,Good,25,50,30,80,100,Cartoon Network,Hero 108 - Hero 108,,,,Good,,,,
Lina Inverse,Lina Inverse,,High,1,50,15,95,50,Kadokawa,Slayers - Slayers,,,,Good,147.0,,Amber,Auburn
Lincoln Burrows,Lincoln Burrows,,Average,1,5,7,1,65,,TPB - The Prison Break,,Chicago,,Good,184.0,78.0,Blue / White,No Hair
Lincoln Campbell,Lincoln Campbell,Lincoln Campbell,Average,1,1,10,85,75,Marvel Comics,MCU - Marvel Cinematic Universe,,"Cincinnati, Ohio",,Good,185.4,78.0,Blue,Brown
Lincoln Loud,Lincoln Loud,,Average,1,1,10,5,10,Nickelodeon,The Loud House - the loud house universe,Lincoln Albert Loud,,,Good,,,Black,White
Linda Lake,Linda Lake,Linda Lake,High,1,25,15,50,15,DC Comics,Smallville - Smallville (2001-2011 TV Series),,,,,,,,
Lindon,Lindon,Wei Shi Lindon Arelius,Good,100,85,60,75,100,,Willverse - Abidan Archives,,"Sacred Valley, Cradle",,Good,,,Black,Black
Lindsay McCabe,Lindsay McCabe,Lindsay McCabe,Average,1,6,10,5,40,Marvel Comics,Earth-616 - Prime Marvel Universe,Lindsay McCabe,"Long Island, New York State",1979,Good,,,Blue,Red
Lindsey McDonald,Lindsey McDonald,,Average,8,7,5,10,60,Dark Horse Comics,Buffy - Buffy the Vampire Slayer,,,,Bad,,,,Brown
Linehalt,Linehalt,,Good,100,90,80,80,60,Sega,,,Gundalia,,Good,3741.0,244940.0,Yellow,No Hair
Ling,Ling,Cyan Finch,Good,25,25,40,55,100,,ML - Mobile Legends Universe,,Land of Dawn,2016,Neutral,180.0,,Brown,White
Ling Chen (EOS),Ling Chen (EOS),Ling Chen,Good,100,85,100,100,100,,SW - Shura's Wrath,,,,Good,183.0,,,
Link,Link,Link,Average,75,55,65,85,100,Nintendo,Zelda - The Legend of Zelda Universe,Link,,1987,Good,170.2,71.7,Blue,Blond
Link (child),Link (child),Link,Average,45,35,35,55,80,Nintendo,Zelda - The Legend of Zelda Universe,,,,Good,,,Blue,Blond
Linvala,Linvala,Linvala,Good,35,30,50,80,50,Hasbro,MtG - Magic: the Gathering,,Zendikar,2010,Good,,,,
Lion,Lion,Lion,Moderate,25,25,60,55,25,Cartoon Network,Stevenverse - Steven Universe's Universe,,,,Good,180.0,,Black,Purple
Lion-1,Lion,Lion Rafale,Low,0,0,0,0,0,Sega,VF - Virtua Fighter,Lion Rafale,France,,Good,170.2,63.05,Blue,Blond
Lion El'Jonson,Lion El'Jonson,Lion El'Jonson,Good,100,100,95,100,95,Games Workshop,Warhammer 40K - W40K,,,,,,,,
Lion Ushiromiya,Lion Ushiromiya,,High,100,100,100,100,100,07th Expansion,Umineko Verse - Umineko When They Cry,,,,,,,Blue,Blond
Lion-o,Lion-o,,Average,35,25,35,50,90,Wildstorm,Thundercats - Thundercats,,,,Good,,,,
Lionheart,Lionheart,Kelsey Shorr Leigh,Good,55,35,50,40,70,Marvel Comics,Earth-616 - Prime Marvel Universe,Kelsey Shorr Leigh,,,Good,165.1,58.97,Blue,Blond
Liquefying Predator,Liquefying Predator,The Liquefying Predator Who Covers All With Rainbow Colors,Good,25,30,90,50,65,Kadokawa,TUS://BS - The Unexplored Summon://Blood Sign,,,,Bad,,,,
Liquid Snake,Liquid Snake,Eli,High,25,35,20,30,100,Konami,MGS - Metal Gear Solid,Liquid Snake,New Mexico,1998,Bad,183.0,75.0,Blue,Brown
Lisa (Queen of Spades),Lisa (Queen of Spades),,Average,1,7,8,5,65,Netflix,AiB - Alice in Borderland (TV Series),,,,,155.0,,Black,Black
Lisa Ferris,Lisa Ferris,,Good,1,1,15,30,50,Shueisha,Cv - Cardfight!! Vanguard,,,,Good,,,Purple,Orange
Lisa Lisa,Lisa Lisa,Elizabeth Joestar,Good,5,80,30,40,70,Shueisha,JJBA - JoJo's Bizarre Adventure,,,,Good,175.0,,Blue,Brown
Lisa Yadomaru,Lisa Yadomaru,Lisa Yadōmaru,Low,0,0,0,0,0,Shueisha,Bleach - Bleach,,,,Good,162.0,52.0,Green / Blue,Black
Lisbeth Lueger,Lisbeth Lueger,Lisbeth Lueger,Good,100,75,50,65,85,Kadokawa,CoH - Clash of Hexennacht,,,,Good,,,Blue / White,White
Liss Hubble,Liss Hubble,,Average,25,20,25,35,40,Dark Horse Comics,Buffy - Buffy the Vampire Slayer,,,,Bad,,,White,Blue
Lissandra,Lissandra,Lissandra,Good,8,7,30,80,90,Riot Games,LoL - League of Legends,,Freljord,,Neutral,,,No eyes,White
Lithia,Lithia,,Good,1,35,50,35,30,Nickelodeon,Winx Club Universe - Winx Club Universe,,,,Good,,,,
Little Blue,Little Blue,,Average,100,65,55,65,85,,Willverse - Abidan Archives,,Sacred Valley,,Good,,,Blue,Blue
Little Cricket,Little Cricket,Emma Meyer,Average,1,1,6,12,1,,The Boys 2019 - The Boys (TV Series 2019),,,,Good,,,Blue,Blond
Little Epic,Little Epic,Eilliott Kipp,Low,0,0,0,0,0,Team Epic TV,,Eilliott Kipp,"Toronto, Canada",,Good,170.2,83.9,Brown,Brown
Little King Zero,Little King Zero,Zero,Average,55,100,100,80,90,Sega,Bayonetta - Bayonetta Universe,,,,Neutral,,,No eyes,Brown
Little Mac,Little Mac,Mac,Average,25,25,15,25,40,Nintendo,,Mac,"Bronx, NY",1984,Good,170.2,48.5,Blue,Black
Littlefinger,Littlefinger,Petyr Baelish,Low,0,0,0,0,0,George R. R. Martin,GOT - Game of Thrones,,The Fingers,,Neutral,177.8,72.6,Grey,Black
Lityerses,Lityerses,,Average,100,100,55,70,85,Rick Riordan,,,,,Bad,,,Black,Black
Liu Kang,Liu Kang,Liu Kang,Good,30,75,35,50,100,Mortal Kombat,MK - Mortal Kombat,,,,Neutral,,,,
Liu Kang-1,Liu Kang,,Average,25,6,15,40,90,Mortal Kombat,MK-2021 - Mortal Kombat (2021),,,,Good,,,,Black
Liu Kang (Keeper Of Time),Liu Kang (Keeper Of Time),Liu Kang,High,100,100,100,100,100,Mortal Kombat,MK - Mortal Kombat,Liu Kang,,,Good,177.8,,,Black
Liu Yi,Liu Yi,Liu Yi,Average,100,100,100,100,100,,MKW - Mai Kitsune Waifu,,,,Good,180.0,,,
Liu Zong-Wu,Liu Zong-Wu,Liu Zong-Wu,High,75,85,45,90,100,Shueisha,Fist Of The North Star - FOTNS,,,,Neutral,,,Blue,Blond
Liv Tyler,Liv Tyler,,Good,1,6,10,20,100,Viz Media,MSPA - MS Paint Adventures,,,,,,,,
Livewire,Livewire,Leslie Willis,Average,5,50,35,70,40,DC Comics,New Earth - Post-Crisis,Leslie Willis,Metropolis,2006,Good,157.5,68.9,Blue,Blue
Livewire-1,Livewire,Leslie Willis,Low,0,0,0,0,0,,Arrowverse - DC Television Universe,Leslie Willis,Earth-38,,Neutral,172.7,52.2,Blue,Grey
Livewire-2,Livewire,Leslie Willis,Average,25,30,25,50,25,DC Comics,DCAU - DC Animated Universe,,,,,,,,
Livewire-3,Livewire,Leslie Willis,Average,25,80,35,65,25,DC Comics,Earth 96 - DC Superhero Girls (2019- Tv Show),,,,Bad,,,Blue,Black / Blue
Livewire-4,Livewire,Lesile Willis,Average,5,55,35,75,40,DC Comics,Rebirth - DC Rebirth,,,,,,,,
Livewire-5,Livewire,Leslie Willis,Good,10,25,20,40,50,DC Comics,MAWS - My Adventures With Superman,,,,,,,,
Living Buddha,Living Buddha,Living Buddha,High,100,100,100,100,30,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,,,,,
Living Laser,Living Laser,Arthur Parks,Average,1,25,50,70,50,Marvel Comics,,,Earth,,Good,,,Grey,Red
Living Laser-1,Living Laser,Arthur Parks,Average,15,65,45,55,50,Marvel Comics,Earth-8096 - The Avengers: Earth's Mightiest Heroes (2010-2013 TV Series),,,,Bad,170.0,65.0,,
Living Lightning,Living Lightning,Miguel Santos,Average,20,80,50,60,65,Marvel Comics,Earth-616 - Prime Marvel Universe,Miguel Santos,,,Good,175.3,77.11,Brown,Black
Living Monolith,Living Monolith,Ahmet Abdol,Average,35,17,30,50,40,Marvel Comics,,,"Cairo, Egypt",1969,Bad,,,Red,No Hair
Living Mummy,Living Mummy,N'Kantu,Low,0,0,0,0,0,Marvel Comics,Earth-616 - Prime Marvel Universe,,egypt,,Bad,157.5,49.9,Black,No Hair
Living Tribunal,Living Tribunal,Adam Warlock,High,100,100,100,100,100,Marvel Comics,Earth-19141 - Home to the Living Tribunal (Adam Warlock),,,,Neutral,,,Blue,Gold
Living Tribunal (Post-retcon),Living Tribunal (Post-retcon),,High,100,100,100,100,100,Marvel Comics,Earth-616 - Prime Marvel Universe,Living Tribunal,,,Neutral,,,,
Living Tribunal (Superflow),Living Tribunal (Superflow),,High,100,100,100,100,100,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,Neutral,,,,
Liz Allan,Liz Allan,Elizabeth Allan,Low,0,0,0,0,0,Marvel Comics,Earth-616 - Prime Marvel Universe,Elizabeth Allan,,1962,,175.3,61.24,Blue,Blond
Liz Allen,Liz Allen,Elizabeth Allen,Average,1,1,6,0,1,Marvel Comics,MCU - Marvel Cinematic Universe,,,,,,,,
Liz Sherman,Liz Sherman,,Average,1,6,10,50,40,Dark Horse Comics,H04M - Hellboy (2004-2008 Movies),,,,Good,,,,
Liza Brenner,Liza Brenner,,High,100,100,100,100,100,,SB - Shinza Banshou,,,,,174.0,57.0,Purple,Purple
Lizard,Lizard,Curtis Connors,High,45,25,30,45,35,Marvel Comics,Earth-616 - Prime Marvel Universe,Curtis Connors,"Coral Gables, Florida",,Bad,203.2,231.3,Red,No Hair
Lizard-1,Lizard,Curtis Connors,High,30,25,20,40,25,Marvel Comics,TASM - The Amazing Spider-Man (2012-2014 Movies),,,,Bad,,,,No Hair
Lizard-2,Lizard,Dr.Curt Connors,Low,0,0,0,0,0,Marvel Comics,Earth-92131 - Marvel's 92niverse,,,,Bad,203.2,249.48,Red,
Lizard-3,Lizard,Curt Conners,Good,45,25,25,35,30,Marvel Comics,MAU - Marvel Animated Universe,,,,Bad,,,,
Lizard King,Lizard King,Curt Conners,Good,40,25,30,45,50,Marvel Comics,MAU - Marvel Animated Universe,,,,Bad,190.0,110.0,,
Lizard-Hulk,Lizard-Hulk,Bruce Banner,Low,100,50,100,100,30,Marvel Comics,Earth-19919 - Spider-Island,,,,Good,,,,
Lizzie,Lizzie,Elizabeth,Average,1,1,5,5,10,,Archieverse,,,,,,,,
Lizzie The Reptile,Lizzie The Reptile,Lizzie,Average,80,25,35,45,35,Warner Brothers,Rampage - Rampage (2018 Movie),,,2018,Bad,1847.0,136080.0,Red,No Hair
Lloyd,Lloyd,Lloyd Garmadon,Low,0,0,0,0,0,Lego,LEGO - LEGO Cinematic Universe,Lloyd Garmadon,Ninjago city,,Good,2.5,3.2,Green,Blond
Lloyd-1,Lloyd,Lloyd Garmadon,Good,30,75,55,100,100,Lego,Ninjago - Ninjago,Lloyd Montgomery Garmadon,Ninjago,,Good,177.8,72.0,Black,Blond
Lloyd (Oni Form),Lloyd (Oni Form),Lloyd Garmadon,Good,100,75,100,80,100,Lego,Ninjago - Ninjago,,,,,,,,
Lo-Pan,Lo-Pan,David Lo-Pan,Good,1,6,7,40,10,,BTiLC - Big Trouble in Little China,,,,Bad,,,,Black
Loba,Loba,Lobra Andrade,Average,1,6,20,20,80,,Apex - Apex legends,,,,Good,,,Amber,Brown
Lobo,Lobo,Lobo,High,100,100,100,100,95,DC Comics,New Earth - Post-Crisis,,Czarnia,,Neutral,193.0,138.3,Red,Black
Lobo-1,Lobo,Lobo Holwer,Moderate,1,45,7,40,0,,SMU - Super Monsters Universe,,,,,,,,
Lobo-2,Lobo,Lobo,High,100,100,100,100,100,DC Comics,Rebirth - DC Rebirth,,Czarnia,1983,Neutral,228.6,290.0,Red,Black
Lobo (The Source of all Creation),Lobo (The Source of all Creation),Lobo,High,100,100,100,100,100,DC Comics,DM - Dark Multiverse,,,,Good,193.1,138.35,Red,Black
Lobomon,Lobomon,Koji Minamoto,Good,45,25,40,50,70,Shueisha,Digimon - Digimon,,,,Good,,,,Blond
Loch Ness Monster,Loch Ness Monster,,Good,25,25,13,35,15,Hanna-Barbera,Scooby-Doo - Scooby-Doo,,,,,,,,
Lockdown,Lockdown,Lockdown,Good,55,25,30,30,75,Hasbro,TCU - Transformers Cinematic Universe,,,,Bad,,,Blue,No Hair
Lockdown-1,Lockdown,Lockdown,Low,0,0,0,0,0,IDW Publishing,,Lockdown,Cybertron,2014,Neutral,670.6,2990.0,Green,No Hair
Lockdown Dark Spark,Lockdown Dark Spark,,High,100,100,100,100,90,,TCU - Transformers Cinematic Universe,,,,,,,,
Lockette,Lockette,,Average,1,30,60,45,20,Nickelodeon,Winx Club Universe - Winx Club Universe,,,,Good,,,Green,Pink
Lockheed,Lockheed,,Average,1,25,12,70,75,Marvel Comics,Earth-616 - Prime Marvel Universe,,Flock found by Sprite (Kitty Pryde) on Sleazeworld,1983,,76.2,9.07,,No Hair
Lockjaw,Lockjaw,Lockjaw,Average,75,75,80,80,40,Marvel Comics,Earth-616 - Prime Marvel Universe,Lockjaw,"Island of Attilan, Atlantic Ocean",,Good,149.9,562.0,Brown,Brown
Lockjaw-1,Lockjaw,,Average,25,25,30,55,45,Marvel Comics,MAU - Marvel Animated Universe,,,,Good,,,,
Locutus Of Borg,Locutus Of Borg,Jean-Luc Picard,Good,13,1,20,40,25,Gene Roddenberry,Star Trek - Star Trek,,,,Bad,,,,
Lodestar,Lodestar,Biosovortian,Good,30,25,85,75,50,Cartoon Network,,,,,Good,,,Green,
Lofn,Lofn,Lofn,High,85,100,95,100,65,Marvel Comics,,,,,,,,,
Logan Fell (Vampire),Logan Fell (Vampire),,Good,25,25,15,60,40,The CW,VD - Vampire Diaries,,Mystic Falls,,Bad,182.9,,Green,Brown
Logos,Logos,Logos,High,100,100,100,100,100,Marvel Comics,Earth-616 - Prime Marvel Universe,,Mancuso-IV,2017,Bad,,,,
Loid Forger,Loid Forger,,Good,20,25,15,20,90,Shueisha,Spy X Family,,,,Good,187.0,90.0,Blue,Blond
Lois Griffin,Lois Griffin,Lois Pewterschmidt,Good,20,20,15,25,35,Disney,Family Guy - Family Guy,,,,,,,,
Lois Lane,Lois Lane,Lois Lane,Good,1,8,6,1,40,DC Comics,New Earth - Post-Crisis,,,,Good,170.2,54.4,Blue,Black
Lois Lane-1,Lois Lane,Lois Lane,Average,1,1,5,5,25,DC Comics,Smallville - Smallville (2001-2011 TV Series),,,,,,,,
Lois Lane-2,Lois Lane,Lois Lane,Average,1,5,5,10,35,DC Comics,DCAU - DC Animated Universe,,,,,,,,
Lois Lane-3,Lois Lane,Lois Lane,Average,1,1,1,1,10,DC Comics,DCEU - DC Extended Universe,Lois Lane-Kent,,,Good,,,,
Lois Lane-4,Lois Lane,,Average,1,5,6,1,5,DC Comics,MAWS - My Adventures With Superman,,,,,,,,
Lois Lane-5,Lois Lane,Lois Lane,Good,1,5,5,0,10,DC Comics,Earth 96 - DC Superhero Girls (2019- Tv Show),,,,,,,,
Loki,Loki,Loki,High,100,100,85,100,75,,Norse Myth - Norse Mythology,Loki,,,Neutral,,,,
Loki-1,Loki,Loki Laufeyson,High,100,100,100,100,70,Marvel Comics,Earth-616 - Prime Marvel Universe,Loki Laufeyson,"Jotunheim, Asgard",,Bad,193.0,238.1,Green,Black
Loki-2,Loki,Aesir,Good,100,90,40,100,90,Sega,Bayonetta - Bayonetta Universe,,,,Good,,,Blue,White
Loki-3,Loki,Loki Odinson,High,75,55,60,85,60,Marvel Comics,Earth-1610 - Ultimate Marvel Universe,,Jotunheim,2004,Bad,183.0,81.0,Blue,Black
Loki-4,Loki,Laurits Seier,Good,25,17,30,40,25,,Ragnarok - Ragnarok Universe,,,,Good,175.0,,Blue,Blond
Loki-5,Loki,,High,100,100,100,100,100,Atlus,SMT - Shin Megami Tensei,,,,,,,,
Loki-6,Loki,,High,100,100,75,80,90,Hi-Rez Studios,Smite - Smite,,,2012,Neutral,,,,
Loki-7,Loki,Loki Laufeyson,High,60,25,40,85,80,Marvel Comics,MAU - Marvel Animated Universe,,,,,,,,
Loki-8,Loki,,High,50,25,45,70,85,Rick Riordan,,,,,Bad,,,Red,Red
Loki-9,Loki,Loki Laufeyson,Good,30,20,30,45,80,Marvel Comics,Disney Infinity Verse - Disney Infinity,,,,,,,,
Loki-10,Loki,Loki Laufeyson,High,25,19,15,65,85,Marvel Comics,Earth-13122 - LEGO Marvel Super Heroes Game Universe,,Jotunheim,,Neutral,,,Black,
Loki-11,Loki,Loki Laufeyson,Good,25,20,45,60,100,Marvel Comics,Earth-8096 - The Avengers: Earth's Mightiest Heroes (2010-2013 TV Series),,Jotunheim,,Bad,,,Green,Black
Loki-12,Loki,,High,25,25,45,75,75,The CW,Supernatural - Supernatural Series Universe,,,,Bad,172.7,,Brown,Brown
Loki-13,Loki,Loki Laufeyson,Good,30,19,30,65,85,Marvel Comics,MCU - Marvel Cinematic Universe,,,,Neutral,188.0,,,
Loki (God of Stories),Loki (God of Stories),Loki Laufeyson,High,100,100,100,100,85,Marvel Comics,MCU - Marvel Cinematic Universe,,Jotunheim,,Good,188.0,,Blue,Brown
Loki (God Of Stories),Loki (God Of Stories),Loki Laufeyson,High,100,100,100,100,100,Marvel Comics,Earth-616 - Prime Marvel Universe,Loki Laufeyson,"Paris, France",,Good,193.0,238.1,Green,Black
Loki (Infinity Gauntlet),Loki (Infinity Gauntlet),Loki Laufeyson,High,100,100,100,100,100,Marvel Comics,,Loki Laufeyson,"Jotunheim, Asgard",,Bad,193.0,238.1,Green,Black
Loki (King of Asgard),Loki (King of Asgard),Loki Laufeyson,Good,100,25,55,95,80,Marvel Comics,MCU - Marvel Cinematic Universe,,,,Bad,,,,Black
Loki (Mind Stone),Loki (Mind Stone),Loki Laufeyson,Good,50,25,35,80,80,Marvel Comics,MCU - Marvel Cinematic Universe,,,,Bad,188.0,,Blue,Brown
Loki (Odin Force),Loki (Odin Force),Loki Laufeyson,Good,100,100,80,95,65,Marvel Comics,Earth-8096 - The Avengers: Earth's Mightiest Heroes (2010-2013 TV Series),,,,Bad,188.0,238.0,Green,Black
Loki (Sorcerer Supreme),Loki (Sorcerer Supreme),Loki Laufeyson,High,100,50,70,100,80,Marvel Comics,MAU - Marvel Animated Universe,,,,Bad,,,Green,Black
Loki (Sorceror Supreme),Loki (Sorceror Supreme),Loki Laufeyson,High,100,100,100,100,90,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,Neutral,,,,
Loki (The All-Butcher),Loki (The All-Butcher),Loki Laufeyson,High,100,100,100,100,100,Marvel Comics,Earth-14412 - All-Black the Necroverse,,Jotunheim (Earth-14412),,Bad,,,White,
Loki (Variant L1130),Loki (Variant L1130),Loki Laufeyson,High,50,25,35,100,85,Marvel Comics,MCU - Marvel Cinematic Universe,,,2019,Good,188.0,,Blue,Brown
Lola Pop,Lola Pop,,Average,15,25,20,50,70,Nintendo,AS - Arms,,,,Good,173.0,77.7,Blue,Red / Orange
Lolth,Lolth,Lolth,High,100,100,100,100,85,Hasbro,DAD - Dungeons and Dragons,,,,,,,,
Lone Ranger,Lone Ranger,Johnathan Reid,Good,1,15,5,8,40,ABC Studios,,Johnathan Reid,,,Good,,,,Brown
Lone Ranger-1,Lone Ranger,John Reid,Average,1,14,5,8,40,Disney,LR13M - Lone Ranger (movie- 2013),,,,,,,,
Long,Long,,Average,13,25,15,25,25,Shueisha,Chainsaw Man - Chainsaw Man,,,,Good,,,Black,Black
Long Feng,Long Feng,,Good,15,20,15,50,75,Dark Horse Comics,Avatar - Avatar: The Last Airbender(2005-2008) and The Legend of Korra(2012-2014),,,,,,,,
Longshot,Longshot,,Low,0,0,0,0,0,Marvel Comics,Earth-616 - Prime Marvel Universe,,,1985,Good,188.0,36.3,Blue,Blond
Looker,Looker,Emily Briggs,Average,25,25,20,50,60,DC Comics,New Earth - Post-Crisis,,,,Good,175.3,81.65,Blue,Red
Lookman,Lookman,Lookman,Good,30,40,70,60,10,,Doorsverse - Doorsverse,,"Norwich, CT",,Bad,210.8,43.09,Red,No Hair
Loona,Loona,,Average,6,6,13,25,50,,Hellaverse - Hazbin Hotel and Helluva Boss Universe,,Hell,,Neutral,,,White / Red,Grey
Lord Argall,Lord Argall,Argall,High,100,100,55,85,90,Image Comics,Invincible - Invincible,,,,Bad,,,Blue,Grey
Lord Armageddon,Lord Armageddon,Arm'Cheddon,Low,0,0,0,0,0,Marvel Comics,Earth-616 - Prime Marvel Universe,Arm'Cheddon,Troyjan,1994,Bad,274.3,1150.0,Yellow / Red,White
Lord Boros,Lord Boros,Boros,Good,100,100,55,90,100,Shueisha,OPM - One Punch Man,,,,Bad,240.0,,Yellow,Pink
Lord Chaos,Lord Chaos,Lord Chaos,High,100,100,100,100,100,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,Neutral,,,,
Lord Darkar,Lord Darkar,Darkar,Good,35,50,80,80,80,Nickelodeon,Winx Club Universe - Winx Club Universe,,,,Bad,,,Yellow,No Hair
Lord Drakkon,Lord Drakkon,Tommy Oliver,High,100,100,100,100,100,Power Rangers,,,,,,,,,
Lord English,Lord English,Caliborn,Good,100,100,100,100,100,Viz Media,MSPA - MS Paint Adventures,,"Felt Manor, Alternia",,Bad,,,,No Hair
Lord Garmadon,Lord Garmadon,Garmadon,Average,30,80,30,75,100,Lego,,Garmadon,Ninjago,,Neutral,198.1,120.2,Red,Black
Lord Garmadon (Mega Weapon),Lord Garmadon (Mega Weapon),Garmadon,Good,50,25,45,100,90,Lego,Ninjago - Ninjago,,,,,,,,
Lord Goran,Lord Goran,SCP-1179,High,100,100,100,100,85,SCP Foundation,,,,,,,,,
Lord Harkon,Lord Harkon,Harkon Volkihar,High,100,100,100,100,95,,TES - The Elder Scrolls Verse,,,,Bad,,,Yellow / Red,Brown / Black
Lord Invocatus,Lord Invocatus,,Good,25,50,20,65,100,Games Workshop,Warhammer 40K - W40K,,,,,,,,
Lord Iron,Lord Iron,Anthony Stark,Low,0,0,0,0,0,Marvel Comics,Earth-311 - Marvel's Earth-311,,Somewhere in Spain,2005,Good,185.0,84.0,,
Lord Nebulos (Staff of Polar Power),Lord Nebulos (Staff of Polar Power),,High,100,100,100,100,100,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,Bad,,,White,No Hair
Lord Of Change,Lord Of Change,Lord Of Change,High,100,100,100,100,100,Games Workshop,Warhammer 40K - W40K,,,,,,,,
Lord Of Games,Lord Of Games,,High,100,100,100,100,100,Microsoft,Banjo-Kazooie - Banjo-Kazooie,,,,,,,,
Lord Of Lightning,Lord Of Lightning,Ruined Dragon,Average,100,100,85,90,80,Nintendo,Mario - Mario,,,,,,,,
Lord Of Nightmares,Lord Of Nightmares,,High,100,100,100,100,100,Kadokawa,Slayers - Slayers,,,,Neutral,,,,
Lord Ruler,Lord Ruler,Rashek,Good,30,30,25,40,100,,"Cosmere - The Novels of Brandon Sanderson (Mistborn, Stormlight Archives)",,,,Bad,,,,
Lord Ruler (Well of Ascension),Lord Ruler (Well of Ascension),Rashek,Good,95,95,60,90,100,,"Cosmere - The Novels of Brandon Sanderson (Mistborn, Stormlight Archives)",,,,,,,,
Lord Shen,Lord Shen,,Good,25,25,15,30,100,Dreamworks,KFP - Kung Fu Panda,,,,Bad,,,,White
Lord Shimura,Lord Shimura,,Good,1,8,15,10,80,,GOT - Ghost Of Tsushima,,,,Good,,,Grey,Brown
Lord Shingen,Lord Shingen,Shingen Harada,Average,13,6,7,5,100,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,Bad,177.8,83.92,Brown,No Hair
Lord Slug,Lord Slug,Slug,Good,100,100,60,100,100,Shueisha,DB - Dragon Ball Verse,,,,,,,,
Lord Starkiller,Lord Starkiller,Galen Marek,Good,50,75,55,85,100,George Lucas,SWL - Star Wars: Legends Multiverse,Galen Marek,,,,185.0,,Yellow,
Lord Steppenwolf,Lord Steppenwolf,Steppenwolf,High,100,100,100,100,95,DC Comics,Rebirth - DC Rebirth,,,,Bad,182.9,92.0,Red,Black
Lord T,Lord T,Tantalus,Good,55,20,30,50,85,Marvel Comics,,,,1994,Bad,,,Red,No Hair
Lord Templar,Lord Templar,,Average,85,60,85,85,40,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,Bad,218.5,86.18,Red,Black
Lord Thor,Lord Thor,Thor Odinson,High,100,100,100,100,100,Marvel Comics,Earth-616 - Prime Marvel Universe,Thor Odinson,Norway,,Neutral,198.1,290.3,Blue,Blond
Lord Viren,Lord Viren,Viren,Good,1,6,12,85,45,,DPU - Dragon Prince Universe,,Katolis,,Bad,188.0,,Grey,Brown
Lord Voldemort,Lord Voldemort,Tom Riddle,Good,1,1,12,65,65,J. K. Rowling,Wizarding World - The Wizarding World,Tom Marvolo Riddle,,,Bad,,,Red,No Hair
Lord Voldemort (Books),Lord Voldemort (Books),Tom Marvolo Riddle,High,6,25,35,85,65,J. K. Rowling,Wizarding World - The Wizarding World,,31 December 1926 Wool's Orphanage,,Bad,190.5,,Red,No Hair
Lord Windgrace (Pre-Mending),Lord Windgrace (Pre-Mending),Windgrace,Good,30,30,90,100,75,Hasbro,MtG - Magic: the Gathering,,"Urborg, Dominaria",2000,Neutral,,,Green,Black
Lord Zedd,Lord Zedd,,High,75,100,100,100,100,Power Rangers,MMPR - Mighty Morphin Power Rangers Universe,,,,Bad,,,,
Lords Of Shamballa,Lords Of Shamballa,Lords Of Shamballa,High,100,100,100,100,100,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,,,,,
